author_id,created_at,text,tokens,filtered_tokens,stemmed_text,term,cluster
saturngvrl,2025-04-10T23:09:54.000Z,wkkw aduh malu lagi aku kalo keinget   HAYUKKK!! semoga betulan bisa ya kita # kaburajadulu ,"wkkw, aduh, malu, lagi, aku, kalo, keinget, HAYUKKK, !, !, semoga, betulan, bisa, ya, kita, #, kaburajadulu","wkkw, aduh, malu, kalo, keinget, HAYUKKK, !, !, semoga, betulan, ya, #, kaburajadulu",wkkw aduh malu lagi aku kalo keinget hayukkk moga betul bisa ya kita kaburajadulu,"wkkw,aduh,malu,lagi,aku,kalo,keinget,hayukkk,moga,betul,bisa,ya,kita,kaburajadulu",1
saturngvrl,2025-04-10T22:55:16.000Z,happy birthday gabgabbb!!  doanya kayak yang kemarin ya (+ semoga ada kesempatan buat ikut tagar kaburajadulu) ,"happy, birthday, gabgabbb, !, !, doanya, kayak, yang, kemarin, ya, (, +, semoga, ada, kesempatan, buat, ikut, tagar, kaburajadulu, )","happy, birthday, gabgabbb, !, !, doanya, kayak, kemarin, ya, (, +, semoga, kesempatan, tagar, kaburajadulu, )",happy birthday gabgabbb doa kayak yang kemarin ya moga ada sempat buat ikut tagar kaburajadulu,"happy,birthday,gabgabbb,doa,kayak,yang,kemarin,ya,moga,ada,sempat,buat,ikut,tagar,kaburajadulu",0
roy1alien,2025-04-10T22:43:59.000Z,Mimpi #KaburAjaDulu keluar negeri,"Mimpi, #, KaburAjaDulu, keluar, negeri","Mimpi, #, KaburAjaDulu, negeri",mimpi kaburajadulu keluar negeri,"mimpi,kaburajadulu,keluar,negeri",1
AngelChai60087,2025-04-10T22:41:15.000Z,Gila... modal kecil hasil gede? Essebet emang gak main-main!  #KaburAjaDulu #KimSooHyun #danakaget #No12 #Kerasa #Dafa #KingIndo #Gaza #Adil #Gempa #Onana #indomaret #quizserumaya,"Gila, ..., modal, kecil, hasil, gede, ?, Essebet, emang, gak, main-main, !, #, KaburAjaDulu, #, KimSooHyun, #, danakaget, #, No12, #, Kerasa, #, Dafa, #, KingIndo, #, Gaza, #, Adil, #, Gempa, #, Onana, #, indomaret, #, quizserumaya","Gila, ..., modal, hasil, gede, ?, Essebet, emang, gak, main-main, !, #, KaburAjaDulu, #, KimSooHyun, #, danakaget, #, No12, #, Kerasa, #, Dafa, #, KingIndo, #, Gaza, #, Adil, #, Gempa, #, Onana, #, indomaret, #, quizserumaya",gila modal kecil hasil gede essebet emang gak main kaburajadulu kimsoohyun danakaget no12 rasa dafa kingindo gaza adil gempa onana indomaret quizserumaya,"gila,modal,kecil,hasil,gede,essebet,emang,gak,main,kaburajadulu,kimsoohyun,danakaget,no12,rasa,dafa,kingindo,gaza,adil,gempa,onana,indomaret,quizserumaya",0
hynjiwn,2025-04-10T22:17:35.000Z,kaburajadulu,kaburajadulu,kaburajadulu,kaburajadulu,kaburajadulu,1
dina_ramay,2025-04-10T22:12:51.000Z,"Tugas numpuk, drama kantor makin jadi? Yaudah #KaburAjaDulu ke tempat yang cuma ada tenang dan alam ","Tugas, numpuk, ,, drama, kantor, makin, jadi, ?, Yaudah, #, KaburAjaDulu, ke, tempat, yang, cuma, ada, tenang, dan, alam","Tugas, numpuk, ,, drama, kantor, ?, Yaudah, #, KaburAjaDulu, tenang, alam",tugas numpuk drama kantor makin jadi yaudah kaburajadulu ke tempat yang cuma ada tenang dan alam,"tugas,numpuk,drama,kantor,makin,jadi,yaudah,kaburajadulu,ke,tempat,yang,cuma,ada,tenang,dan,alam",0
cryanthemon,2025-04-10T21:47:00.000Z,And people wonders why people wants to #KaburAjaDulu,"And, people, wonders, why, people, wants, to, #, KaburAjaDulu","And, people, wonders, why, people, wants, to, #, KaburAjaDulu",and people wonders why people wants to kaburajadulu,"and,people,wonders,why,people,wants,to,kaburajadulu",1
dina_ramay,2025-04-10T21:36:07.000Z,"Dana kaget turun, otak langsung mikir: staycation atau naik gunung? Jawabannya... Gunung Salak dong!  #KaburAjaDulu #danakaget #KimSooHyun #MINGYU","Dana, kaget, turun, ,, otak, langsung, mikir, :, staycation, atau, naik, gunung, ?, Jawabannya, ..., Gunung, Salak, dong, !, #, KaburAjaDulu, #, danakaget, #, KimSooHyun, #, MINGYU","Dana, kaget, turun, ,, otak, langsung, mikir, :, staycation, gunung, ?, Jawabannya, ..., Gunung, Salak, !, #, KaburAjaDulu, #, danakaget, #, KimSooHyun, #, MINGYU",dana kaget turun otak langsung mikir staycation atau naik gunung jawab gunung salak dong kaburajadulu danakaget kimsoohyun mingyu,"dana,kaget,turun,otak,langsung,mikir,staycation,atau,naik,gunung,jawab,gunung,salak,dong,kaburajadulu,danakaget,kimsoohyun,mingyu",0
sucreroses_,2025-04-06T11:02:36.000Z,"Mending #kaburajadulu jadi aupair. Ngerawat anak minimal umurnya 3 taun, bayi gaboleh. Kerja 5 JAM SEHARI, SABTU MINGGU LIBUR! Cuti 5 MINGGU SETAHUN dan dibayar. Include makan 3x, kamar proper ada ketentuan luas kamarnya, DI LES-IN BAHASA JG! Gaji MINIMAL Rp6 jt/bln NETT (330€)","Mending, #, kaburajadulu, jadi, aupair, ., Ngerawat, anak, minimal, umurnya, 3, taun, ,, bayi, gaboleh, ., Kerja, 5, JAM, SEHARI, ,, SABTU, MINGGU, LIBUR, !, Cuti, 5, MINGGU, SETAHUN, dan, dibayar, ., Include, makan, 3x, ,, kamar, proper, ada, ketentuan, luas, kamarnya, ,, DI, LES-IN, BAHASA, JG, !, Gaji, MINIMAL, Rp6, jt/bln, NETT, (, 330€, )","Mending, #, kaburajadulu, aupair, ., Ngerawat, anak, minimal, umurnya, 3, taun, ,, bayi, gaboleh, ., Kerja, 5, JAM, SEHARI, ,, SABTU, MINGGU, LIBUR, !, Cuti, 5, MINGGU, SETAHUN, dibayar, ., Include, makan, 3x, ,, kamar, proper, ketentuan, luas, kamarnya, ,, LES-IN, BAHASA, JG, !, Gaji, MINIMAL, Rp6, jt/bln, NETT, (, 330€, )",mending kaburajadulu jadi aupair ngerawat anak minimal umur 3 taun bayi gaboleh kerja 5 jam hari sabtu minggu libur cuti 5 minggu tahun dan bayar include makan 3x kamar proper ada tentu luas kamar di les-in bahasa jg gaji minimal rp6 jt bln nett 330,"mending,kaburajadulu,jadi,aupair,ngerawat,anak,minimal,umur,3,taun,bayi,gaboleh,kerja,5,jam,hari,sabtu,minggu,libur,cuti,5,minggu,tahun,dan,bayar,include,makan,3x,kamar,proper,ada,tentu,luas,kamar,di,les-in,bahasa,jg,gaji,minimal,rp6,jt,bln,nett,330",0
seijisuzuki6,2025-04-11T06:28:53.000Z,Maling Bayar Polisi  Penjahat Juga Bayar Polisi  Indonesia Bubar & Digantikan Oleh Pulau Mulyono Sebagai Pulau Teroris.   #KaburAjaDulu  #IndonesiaBubar,"Maling, Bayar, Polisi, Penjahat, Juga, Bayar, Polisi, Indonesia, Bubar, &, Digantikan, Oleh, Pulau, Mulyono, Sebagai, Pulau, Teroris, ., #, KaburAjaDulu, #, IndonesiaBubar","Maling, Bayar, Polisi, Penjahat, Bayar, Polisi, Indonesia, Bubar, &, Digantikan, Pulau, Mulyono, Pulau, Teroris, ., #, KaburAjaDulu, #, IndonesiaBubar",maling bayar polisi jahat juga bayar polisi indonesia bubar ganti oleh pulau mulyono bagai pulau teroris kaburajadulu indonesiabubar,"maling,bayar,polisi,jahat,juga,bayar,polisi,indonesia,bubar,ganti,oleh,pulau,mulyono,bagai,pulau,teroris,kaburajadulu,indonesiabubar",1
Polusi_udara78,2025-04-04T19:40:42.000Z,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap #AirPollution  @infoBMKG  @dinaslhdki  @DKIJakarta  @LBH_Jakarta  @pramonoanung  @DrEvaChaniago   Polusi udara beracun yg disengaja ini benar2 Mengkuatirkan Mencelakai orang banyak Pemerintah Ri stop donk,"#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, @, DrEvaChaniago, Polusi, udara, beracun, yg, disengaja, ini, benar2, Mengkuatirkan, Mencelakai, orang, banyak, Pemerintah, Ri, stop, donk","#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, @, DrEvaChaniago, Polusi, udara, beracun, yg, disengaja, benar2, Mengkuatirkan, Mencelakai, orang, Pemerintah, Ri, stop, donk",asean smog trending southeastasia bakarsampah kaburajadulu indonesiagelap airpollution infobmkg dinaslhdki dkijakarta lbh jakarta pramonoanung drevachaniago polusi udara racun yg sengaja ini benar2 mengkuatirkan celaka orang banyak perintah ri stop donk,"asean,smog,trending,southeastasia,bakarsampah,kaburajadulu,indonesiagelap,airpollution,infobmkg,dinaslhdki,dkijakarta,lbh,jakarta,pramonoanung,drevachaniago,polusi,udara,racun,yg,sengaja,ini,benar2,mengkuatirkan,celaka,orang,banyak,perintah,ri,stop,donk",1
indrahasto,2025-04-08T07:22:33.000Z,Ini klo mau #KaburAjaDulu,"Ini, klo, mau, #, KaburAjaDulu","klo, #, KaburAjaDulu",ini klo mau kaburajadulu,"ini,klo,mau,kaburajadulu",1
sucreroses_,2025-04-06T11:02:36.000Z,"Mending #kaburajadulu jadi aupair. Ngerawat anak minimal umurnya 3 taun, bayi gaboleh. Kerja 5 JAM SEHARI, SABTU MINGGU LIBUR! Cuti 5 MINGGU SETAHUN dan dibayar. Include makan 3x, kamar proper ada ketentuan luas kamarnya, DI LES-IN BAHASA JG! Gaji MINIMAL Rp6 jt/bln NETT (330€)","Mending, #, kaburajadulu, jadi, aupair, ., Ngerawat, anak, minimal, umurnya, 3, taun, ,, bayi, gaboleh, ., Kerja, 5, JAM, SEHARI, ,, SABTU, MINGGU, LIBUR, !, Cuti, 5, MINGGU, SETAHUN, dan, dibayar, ., Include, makan, 3x, ,, kamar, proper, ada, ketentuan, luas, kamarnya, ,, DI, LES-IN, BAHASA, JG, !, Gaji, MINIMAL, Rp6, jt/bln, NETT, (, 330€, )","Mending, #, kaburajadulu, aupair, ., Ngerawat, anak, minimal, umurnya, 3, taun, ,, bayi, gaboleh, ., Kerja, 5, JAM, SEHARI, ,, SABTU, MINGGU, LIBUR, !, Cuti, 5, MINGGU, SETAHUN, dibayar, ., Include, makan, 3x, ,, kamar, proper, ketentuan, luas, kamarnya, ,, LES-IN, BAHASA, JG, !, Gaji, MINIMAL, Rp6, jt/bln, NETT, (, 330€, )",mending kaburajadulu jadi aupair ngerawat anak minimal umur 3 taun bayi gaboleh kerja 5 jam hari sabtu minggu libur cuti 5 minggu tahun dan bayar include makan 3x kamar proper ada tentu luas kamar di les-in bahasa jg gaji minimal rp6 jt bln nett 330,"mending,kaburajadulu,jadi,aupair,ngerawat,anak,minimal,umur,3,taun,bayi,gaboleh,kerja,5,jam,hari,sabtu,minggu,libur,cuti,5,minggu,tahun,dan,bayar,include,makan,3x,kamar,proper,ada,tentu,luas,kamar,di,les-in,bahasa,jg,gaji,minimal,rp6,jt,bln,nett,330",0
seijisuzuki6,2025-04-11T06:28:53.000Z,Maling Bayar Polisi  Penjahat Juga Bayar Polisi  Indonesia Bubar & Digantikan Oleh Pulau Mulyono Sebagai Pulau Teroris.   #KaburAjaDulu  #IndonesiaBubar,"Maling, Bayar, Polisi, Penjahat, Juga, Bayar, Polisi, Indonesia, Bubar, &, Digantikan, Oleh, Pulau, Mulyono, Sebagai, Pulau, Teroris, ., #, KaburAjaDulu, #, IndonesiaBubar","Maling, Bayar, Polisi, Penjahat, Bayar, Polisi, Indonesia, Bubar, &, Digantikan, Pulau, Mulyono, Pulau, Teroris, ., #, KaburAjaDulu, #, IndonesiaBubar",maling bayar polisi jahat juga bayar polisi indonesia bubar ganti oleh pulau mulyono bagai pulau teroris kaburajadulu indonesiabubar,"maling,bayar,polisi,jahat,juga,bayar,polisi,indonesia,bubar,ganti,oleh,pulau,mulyono,bagai,pulau,teroris,kaburajadulu,indonesiabubar",1
Polusi_udara78,2025-04-04T19:40:42.000Z,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap #AirPollution  @infoBMKG  @dinaslhdki  @DKIJakarta  @LBH_Jakarta  @pramonoanung  @DrEvaChaniago   Polusi udara beracun yg disengaja ini benar2 Mengkuatirkan Mencelakai orang banyak Pemerintah Ri stop donk,"#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, @, DrEvaChaniago, Polusi, udara, beracun, yg, disengaja, ini, benar2, Mengkuatirkan, Mencelakai, orang, banyak, Pemerintah, Ri, stop, donk","#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, @, DrEvaChaniago, Polusi, udara, beracun, yg, disengaja, benar2, Mengkuatirkan, Mencelakai, orang, Pemerintah, Ri, stop, donk",asean smog trending southeastasia bakarsampah kaburajadulu indonesiagelap airpollution infobmkg dinaslhdki dkijakarta lbh jakarta pramonoanung drevachaniago polusi udara racun yg sengaja ini benar2 mengkuatirkan celaka orang banyak perintah ri stop donk,"asean,smog,trending,southeastasia,bakarsampah,kaburajadulu,indonesiagelap,airpollution,infobmkg,dinaslhdki,dkijakarta,lbh,jakarta,pramonoanung,drevachaniago,polusi,udara,racun,yg,sengaja,ini,benar2,mengkuatirkan,celaka,orang,banyak,perintah,ri,stop,donk",1
bleaachers,2025-04-08T10:49:18.000Z,pengen s2 di LN.. pengen s2 di LN.. pengen s2 di LN.. pengen kaburajadulu..,"pengen, s2, di, LN, .., pengen, s2, di, LN, .., pengen, s2, di, LN, .., pengen, kaburajadulu, ..","pengen, s2, LN, .., pengen, s2, LN, .., pengen, s2, LN, .., pengen, kaburajadulu, ..",ken s2 di ln ken s2 di ln ken s2 di ln ken kaburajadulu,"ken,s2,di,ln,ken,s2,di,ln,ken,s2,di,ln,ken,kaburajadulu",0
lutfithe13th,2025-04-08T07:25:22.000Z,"Gen Z yg sejak kuliah cuma melihat masa depan yg makin lama makin suram dan memutuskan kaburajadulu, childfree, atau doom spending:","Gen, Z, yg, sejak, kuliah, cuma, melihat, masa, depan, yg, makin, lama, makin, suram, dan, memutuskan, kaburajadulu, ,, childfree, ,, atau, doom, spending, :","Gen, Z, yg, kuliah, yg, suram, memutuskan, kaburajadulu, ,, childfree, ,, doom, spending, :",gen z yg sejak kuliah cuma lihat masa depan yg makin lama makin suram dan putus kaburajadulu childfree atau doom spending,"gen,z,yg,sejak,kuliah,cuma,lihat,masa,depan,yg,makin,lama,makin,suram,dan,putus,kaburajadulu,childfree,atau,doom,spending",0
t3aforlife,2025-04-03T13:58:41.000Z,"bye guys, mau pindah citizenship #KaburAjaDulu","bye, guys, ,, mau, pindah, citizenship, #, KaburAjaDulu","bye, guys, ,, pindah, citizenship, #, KaburAjaDulu",bye guys mau pindah citizenship kaburajadulu,"bye,guys,mau,pindah,citizenship,kaburajadulu",0
tsaytsrxf4369,2025-04-07T09:32:17.000Z,"-TW-  ya iyalah #KaburAjaDulu menggema, orang yang capek-capek belajar dikalahin sama buzzeRp islamophobe zionazi macem ini orang","-TW-, ya, iyalah, #, KaburAjaDulu, menggema, ,, orang, yang, capek-capek, belajar, dikalahin, sama, buzzeRp, islamophobe, zionazi, macem, ini, orang","-TW-, ya, iyalah, #, KaburAjaDulu, menggema, ,, orang, capek-capek, belajar, dikalahin, buzzeRp, islamophobe, zionazi, macem, orang",-tw- ya iya kaburajadulu gema orang yang capek ajar dikalahin sama buzzerp islamophobe zionazi macem ini orang,"-tw-,ya,iya,kaburajadulu,gema,orang,yang,capek,ajar,dikalahin,sama,buzzerp,islamophobe,zionazi,macem,ini,orang",0
Targeiryen,2025-04-07T05:08:28.000Z,"indon abis lebaran makin brongs anjinggg.. bagusnya #kaburajadulu kemana yaa biar bisa menikah dengan permpuan juga, i love perempuan","indon, abis, lebaran, makin, brongs, anjinggg, .., bagusnya, #, kaburajadulu, kemana, yaa, biar, bisa, menikah, dengan, permpuan, juga, ,, i, love, perempuan","indon, abis, lebaran, brongs, anjinggg, .., bagusnya, #, kaburajadulu, kemana, yaa, biar, menikah, permpuan, ,, i, love, perempuan",indon abis lebaran makin brongs anjinggg bagus kaburajadulu mana yaa biar bisa meni dengan permpuan juga i love perempuan,"indon,abis,lebaran,makin,brongs,anjinggg,bagus,kaburajadulu,mana,yaa,biar,bisa,meni,dengan,permpuan,juga,i,love,perempuan",0
qvviin,2025-04-03T15:54:07.000Z,"#KaburAjaDulu isnt enough, we need to remove our existence from this cuntry https://x.com/WSTWMYKY2/stat/WSTWMYKY2/status/1907779509740548103…","#, KaburAjaDulu, isnt, enough, ,, we, need, to, remove, our, existence, from, this, cuntry, https, :, //x.com/WSTWMYKY2/stat/WSTWMYKY2/status/1907779509740548103…","#, KaburAjaDulu, isnt, enough, ,, we, need, to, remove, our, existence, from, this, cuntry, https, :, //x.com/WSTWMYKY2/stat/WSTWMYKY2/status/1907779509740548103…",kaburajadulu isnt enough we need to remove our existence from this cuntry https x com wstwmyky2 stat wstwmyky2 status 1907779509740548103,"kaburajadulu,isnt,enough,we,need,to,remove,our,existence,from,this,cuntry,https,x,com,wstwmyky2,stat,wstwmyky2,status,1907779509740548103",1
donquixote_ricx,2025-04-06T13:57:21.000Z,Buset   Pesantren meng-encourage #KaburAjaDulu,"Buset, Pesantren, meng-encourage, #, KaburAjaDulu","Buset, Pesantren, meng-encourage, #, KaburAjaDulu",buset pesantren meng-encourage kaburajadulu,"buset,pesantren,meng-encourage,kaburajadulu",1
catchmeupco,2025-04-09T05:14:04.000Z,"Dibombardir pertanyaan oleh 6 pimred, Prabowo jawab soal urgensi UU TNI yang buru2 disahkan & gak transparan, #IndonesiaGelap #KaburAjaDulu, RUU Polri, hingga tarif impor Trump.","Dibombardir, pertanyaan, oleh, 6, pimred, ,, Prabowo, jawab, soal, urgensi, UU, TNI, yang, buru2, disahkan, &, gak, transparan, ,, #, IndonesiaGelap, #, KaburAjaDulu, ,, RUU, Polri, ,, hingga, tarif, impor, Trump, .","Dibombardir, 6, pimred, ,, Prabowo, urgensi, UU, TNI, buru2, disahkan, &, gak, transparan, ,, #, IndonesiaGelap, #, KaburAjaDulu, ,, RUU, Polri, ,, tarif, impor, Trump, .",bombardir tanya oleh 6 pimred prabowo jawab soal urgensi uu tni yang buru2 sah gak transparan indonesiagelap kaburajadulu ruu polri hingga tarif impor trump,"bombardir,tanya,oleh,6,pimred,prabowo,jawab,soal,urgensi,uu,tni,yang,buru2,sah,gak,transparan,indonesiagelap,kaburajadulu,ruu,polri,hingga,tarif,impor,trump",1
ridwanadit,2025-03-31T15:40:17.000Z,Referensi bagus ini kalo mau #KaburAjaDulu ke Norwegia!!,"Referensi, bagus, ini, kalo, mau, #, KaburAjaDulu, ke, Norwegia, !, !","Referensi, bagus, kalo, #, KaburAjaDulu, Norwegia, !, !",referensi bagus ini kalo mau kaburajadulu ke norwegia,"referensi,bagus,ini,kalo,mau,kaburajadulu,ke,norwegia",0
FiinaDu,2025-04-06T03:09:33.000Z,Orang Indonesia pake seragam dan jadi US army ? Mungkin ini termasuk #KaburAjaDulu,"Orang, Indonesia, pake, seragam, dan, jadi, US, army, ?, Mungkin, ini, termasuk, #, KaburAjaDulu","Orang, Indonesia, pake, seragam, US, army, ?, #, KaburAjaDulu",orang indonesia pake seragam dan jadi us army mungkin ini masuk kaburajadulu,"orang,indonesia,pake,seragam,dan,jadi,us,army,mungkin,ini,masuk,kaburajadulu",0
Rashaaneil,2025-04-11T02:07:34.000Z,#KaburAjaDulu,"#, KaburAjaDulu","#, KaburAjaDulu",kaburajadulu,kaburajadulu,1
BrianAgasta,2025-04-09T08:00:02.000Z,#KaburAjaDulu ke Australia ,"#, KaburAjaDulu, ke, Australia","#, KaburAjaDulu, Australia",kaburajadulu ke australia,"kaburajadulu,ke,australia",1
kazushorimitski,2025-04-07T23:44:16.000Z,Gue kalo jadi warga amerika juga mending KaburAjaDulu,"Gue, kalo, jadi, warga, amerika, juga, mending, KaburAjaDulu","Gue, kalo, warga, amerika, mending, KaburAjaDulu",gue kalo jadi warga amerika juga mending kaburajadulu,"gue,kalo,jadi,warga,amerika,juga,mending,kaburajadulu",0
Renjiro_Junichi,2025-04-03T13:23:57.000Z,Best #KaburAjaDulu flex,"Best, #, KaburAjaDulu, flex","Best, #, KaburAjaDulu, flex",best kaburajadulu flex,"best,kaburajadulu,flex",1
xharua,2025-04-02T05:35:16.000Z,𝘸𝘳𝘪𝘵𝘦𝘳'𝘴-𝘯𝘰𝘵𝘦. 𑁍ࠬܓᅠsiapa yang mau ikut aku ⌗kaburajadulu? clue:,"𝘸𝘳𝘪𝘵𝘦𝘳, ', 𝘴-𝘯𝘰𝘵𝘦, ., 𑁍ࠬܓᅠsiapa, yang, mau, ikut, aku, ⌗kaburajadulu, ?, clue, :","𝘸𝘳𝘪𝘵𝘦𝘳, ', 𝘴-𝘯𝘰𝘵𝘦, ., 𑁍ࠬܓᅠsiapa, ⌗kaburajadulu, ?, clue, :",- siapa yang mau ikut aku kaburajadulu clue,"-,siapa,yang,mau,ikut,aku,kaburajadulu,clue",0
1.89777E+18,2025-04-09T10:43:43.000Z,"dan yap, aku tim mamazar fokus sama beasiswanya aja terus kuliah di luar negeri, tinggalin aja semua yang stresss (fattah, diah, lidya) goodluck mama lofiu #fattzar #kaburajadulu","dan, yap, ,, aku, tim, mamazar, fokus, sama, beasiswanya, aja, terus, kuliah, di, luar, negeri, ,, tinggalin, aja, semua, yang, stresss, (, fattah, ,, diah, ,, lidya, ), goodluck, mama, lofiu, #, fattzar, #, kaburajadulu","yap, ,, tim, mamazar, fokus, beasiswanya, aja, kuliah, negeri, ,, tinggalin, aja, stresss, (, fattah, ,, diah, ,, lidya, ), goodluck, mama, lofiu, #, fattzar, #, kaburajadulu",dan yap aku tim mamazar fokus sama beasiswa aja terus kuliah di luar negeri tinggalin aja semua yang stresss fattah diah lidya goodluck mama lofiu fattzar kaburajadulu,"dan,yap,aku,tim,mamazar,fokus,sama,beasiswa,aja,terus,kuliah,di,luar,negeri,tinggalin,aja,semua,yang,stresss,fattah,diah,lidya,goodluck,mama,lofiu,fattzar,kaburajadulu",0
beeboforbangtan,2025-04-10T03:00:08.000Z,"Dipikir Palestina ada #kaburajadulu kaya disini? Disana tanah Makmur gak ada yang korup, mereka di jajah oleh pihak luar. Gak kaya disini dijajah sama pihak sendiri","Dipikir, Palestina, ada, #, kaburajadulu, kaya, disini, ?, Disana, tanah, Makmur, gak, ada, yang, korup, ,, mereka, di, jajah, oleh, pihak, luar, ., Gak, kaya, disini, dijajah, sama, pihak, sendiri","Dipikir, Palestina, #, kaburajadulu, kaya, ?, Disana, tanah, Makmur, gak, korup, ,, jajah, ., Gak, kaya, dijajah",pikir palestina ada kaburajadulu kaya sini sana tanah makmur gak ada yang korup mereka di jajah oleh pihak luar gak kaya sini jajah sama pihak sendiri,"pikir,palestina,ada,kaburajadulu,kaya,sini,sana,tanah,makmur,gak,ada,yang,korup,mereka,di,jajah,oleh,pihak,luar,gak,kaya,sini,jajah,sama,pihak,sendiri",0
rullynamaku,2025-04-08T03:58:46.000Z,"#curhatbapak2 lagi. Temen pemilik Lembaga Penyaluran Kerja ke Jepang, berapi2 menjelaskan prospek #kaburajadulu Dia sudah merasakan bertahun2 merantau ke Jepang, dan sekarang membuka peluang untuk yang lain.  SW doski nih","#, curhatbapak2, lagi, ., Temen, pemilik, Lembaga, Penyaluran, Kerja, ke, Jepang, ,, berapi2, menjelaskan, prospek, #, kaburajadulu, Dia, sudah, merasakan, bertahun2, merantau, ke, Jepang, ,, dan, sekarang, membuka, peluang, untuk, yang, lain, ., SW, doski, nih","#, curhatbapak2, ., Temen, pemilik, Lembaga, Penyaluran, Kerja, Jepang, ,, berapi2, prospek, #, kaburajadulu, merasakan, bertahun2, merantau, Jepang, ,, membuka, peluang, ., SW, doski, nih",curhatbapak2 lagi temen milik lembaga salur kerja ke jepang berapi2 jelas prospek kaburajadulu dia sudah rasa bertahun2 rantau ke jepang dan sekarang buka peluang untuk yang lain sw doski nih,"curhatbapak2,lagi,temen,milik,lembaga,salur,kerja,ke,jepang,berapi2,jelas,prospek,kaburajadulu,dia,sudah,rasa,bertahun2,rantau,ke,jepang,dan,sekarang,buka,peluang,untuk,yang,lain,sw,doski,nih",0
thatsoyjw,2025-04-03T15:06:02.000Z,Letssgaurr!!! Waktunya ketemu pacar pacarku meskipun mreka nnti dah pergi juga #KaburAjaDulu,"Letssgaurr, !, !, !, Waktunya, ketemu, pacar, pacarku, meskipun, mreka, nnti, dah, pergi, juga, #, KaburAjaDulu","Letssgaurr, !, !, !, ketemu, pacar, pacarku, mreka, nnti, dah, pergi, #, KaburAjaDulu",letssgaurr waktu ketemu pacar pacar meski mreka nnti dah pergi juga kaburajadulu,"letssgaurr,waktu,ketemu,pacar,pacar,meski,mreka,nnti,dah,pergi,juga,kaburajadulu",1
